,district,year,crop,season,area,production,yield,AvgRain,AvgTemp
1703,MUKATSAR,2008,Sesamum,Kharif,300,100.0,0.333333333,49.255,26.26333333
1704,MUKATSAR,2008,Rapeseed &Mustard,Rabi,1000,1000.0,1.0,49.255,26.26333333
1705,MUKATSAR,2008,Cotton(lint),Kharif,107000,476000.0,4.448598131,49.255,26.26333333
1706,MUKATSAR,2008,Guar seed,Whole year,2300,2000.0,0.869565217,49.255,26.26333333
1707,MUKATSAR,2009,Rice,Kharif,100000,387000.0,3.87,28.33083333,27.18125
1708,MUKATSAR,2009,Wheat,Rabi,205000,950000.0,4.634146341,28.33083333,27.18125
1709,MUKATSAR,2009,Barley,Rabi,1000,4000.0,4.0,28.33083333,27.18125
1710,MUKATSAR,2009,Gram,Rabi,200,400.0,2.0,28.33083333,27.18125
1711,MUKATSAR,2009,Moong,Kharif,300,400.0,1.333333333,28.33083333,27.18125
1712,MUKATSAR,2009,Sesamum,Kharif,200,100.0,0.5,28.33083333,27.18125
1713,MUKATSAR,2009,Rapeseed &Mustard,Rabi,1000,2000.0,2.0,28.33083333,27.18125
1714,MUKATSAR,2009,Cotton(lint),Kharif,96000,391000.0,4.072916667,28.33083333,27.18125
1715,MUKATSAR,2009,Guar seed,Whole year,1300,1500.0,1.153846154,28.33083333,27.18125
1716,MUKATSAR,2010,Rice,Kharif,111000,432000.0,3.891891892,42.1275,27.01166667
1717,MUKATSAR,2010,Wheat,Rabi,192000,957000.0,4.984375,42.1275,27.01166667
1718,MUKATSAR,2010,Barley,Rabi,1000,4000.0,4.0,42.1275,27.01166667
1719,MUKATSAR,2010,Gram,Rabi,100,200.0,2.0,42.1275,27.01166667
1720,MUKATSAR,2010,Moong,Kharif,400,400.0,1.0,42.1275,27.01166667
1721,MUKATSAR,2010,Sesamum,Kharif,200,100.0,0.5,42.1275,27.01166667
1722,MUKATSAR,2010,Rapeseed &Mustard,Rabi,1000,2000.0,2.0,42.1275,27.01166667
1723,MUKATSAR,2010,Cotton(lint),Kharif,90000,330000.0,3.666666667,42.1275,27.01166667
1724,MUKATSAR,2010,Guar seed,Whole year,1900,2300.0,1.210526316,42.1275,27.01166667
1725,MUKATSAR,2012,Rice,Kharif,118000,471000.0,3.991525424,32.535,26.11958333
1726,MUKATSAR,2012,Wheat,Rabi,209000,996000.0,4.765550239,32.535,26.11958333
1727,MUKATSAR,2012,Barley,Rabi,1000,4000.0,4.0,32.535,26.11958333
1728,MUKATSAR,2012,Gram,Rabi,100,100.0,1.0,32.535,26.11958333
1729,MUKATSAR,2012,Moong,Kharif,400,500.0,1.25,32.535,26.11958333
1730,MUKATSAR,2012,Rapeseed &Mustard,Rabi,1000,1000.0,1.0,32.535,26.11958333
1731,MUKATSAR,2012,Cotton(lint),Kharif,88000,299000.0,3.397727273,32.535,26.11958333
1732,MUKATSAR,2012,Guar seed,Whole year,1800,2100.0,1.166666667,32.535,26.11958333
1733,NAWANSHAHR,1998,Rice,Kharif,46000,150000.0,3.260869565,32.34416667,26.38291667
1734,NAWANSHAHR,1998,Wheat,Rabi,62000,265000.0,4.274193548,32.34416667,26.38291667
1735,NAWANSHAHR,1998,Maize,Kharif,18000,43000.0,2.388888889,32.34416667,26.38291667
1736,NAWANSHAHR,1998,Masoor,Rabi,400,200.0,0.5,32.34416667,26.38291667
1737,NAWANSHAHR,1998,Rapeseed &Mustard,Rabi,2000,3000.0,1.5,32.34416667,26.38291667
1738,NAWANSHAHR,1998,Linseed,Rabi,100,100.0,1.0,32.34416667,26.38291667
1739,NAWANSHAHR,1998,Sugarcane,Whole year,11000,630000.0,57.27272727,32.34416667,26.38291667
1740,NAWANSHAHR,1999,Rice,Kharif,46000,160000.0,3.47826087,32.2,27.14458333
1741,NAWANSHAHR,1999,Wheat,Rabi,67000,308000.0,4.597014925,32.2,27.14458333
1742,NAWANSHAHR,1999,Maize,Kharif,18000,46000.0,2.555555556,32.2,27.14458333
1743,NAWANSHAHR,1999,Masoor,Rabi,300,200.0,0.666666667,32.2,27.14458333
1744,NAWANSHAHR,1999,Peas & Beans (Pulses),Rabi,300,100.0,0.333333333,32.2,27.14458333
1745,NAWANSHAHR,1999,Sesamum,Kharif,100,0.0,0.0,32.2,27.14458333
1746,NAWANSHAHR,1999,Rapeseed &Mustard,Rabi,2000,2000.0,1.0,32.2,27.14458333
1747,NAWANSHAHR,1999,Linseed,Rabi,100,100.0,1.0,32.2,27.14458333
1748,NAWANSHAHR,1999,Sugarcane,Whole year,12000,700000.0,58.33333333,32.2,27.14458333
1749,NAWANSHAHR,2000,Rice,Kharif,47000,158000.0,3.361702128,41.01583333,26.54375
1750,NAWANSHAHR,2000,Wheat,Rabi,70000,312000.0,4.457142857,41.01583333,26.54375
1751,NAWANSHAHR,2000,Maize,Kharif,17000,53000.0,3.117647059,41.01583333,26.54375
1752,NAWANSHAHR,2000,Arhar (Tur),Kharif,100,100.0,1.0,41.01583333,26.54375
1753,NAWANSHAHR,2000,Masoor,Rabi,200,200.0,1.0,41.01583333,26.54375
1754,NAWANSHAHR,2000,Sesamum,Kharif,100,10.0,0.1,41.01583333,26.54375
1755,NAWANSHAHR,2000,Linseed,Rabi,100,100.0,1.0,41.01583333,26.54375
1756,NAWANSHAHR,2000,Sugarcane,Whole year,12000,760000.0,63.33333333,41.01583333,26.54375
1757,NAWANSHAHR,2001,Rice,Kharif,45000,143000.0,3.177777778,45.6625,26.32708333
1758,NAWANSHAHR,2001,Wheat,Rabi,71000,324000.0,4.563380282,45.6625,26.32708333
1759,NAWANSHAHR,2001,Maize,Kharif,18000,51000.0,2.833333333,45.6625,26.32708333
1760,NAWANSHAHR,2001,Masoor,Rabi,300,200.0,0.666666667,45.6625,26.32708333
1761,NAWANSHAHR,2001,Sesamum,Kharif,100,100.0,1.0,45.6625,26.32708333
1762,NAWANSHAHR,2001,Rapeseed &Mustard,Rabi,200,200.0,1.0,45.6625,26.32708333
1763,NAWANSHAHR,2001,Linseed,Rabi,100,100.0,1.0,45.6625,26.32708333
1764,NAWANSHAHR,2001,Sugarcane,Whole year,12000,720000.0,60.0,45.6625,26.32708333
1765,NAWANSHAHR,2002,Rice,Kharif,43000,151000.0,3.511627907,37.0775,27.14
1766,NAWANSHAHR,2002,Wheat,Rabi,68000,254000.0,3.735294118,37.0775,27.14
1767,NAWANSHAHR,2002,Maize,Kharif,19000,38000.0,2.0,37.0775,27.14
1768,NAWANSHAHR,2002,Masoor,Rabi,300,200.0,0.666666667,37.0775,27.14
1769,NAWANSHAHR,2002,Sesamum,Kharif,200,100.0,0.5,37.0775,27.14
1770,NAWANSHAHR,2002,Rapeseed &Mustard,Rabi,2000,2000.0,1.0,37.0775,27.14
1771,NAWANSHAHR,2002,Sugarcane,Whole year,12000,640000.0,53.33333333,37.0775,27.14
1772,NAWANSHAHR,2003,Rice,Kharif,47000,171000.0,3.638297872,53.6325,25.81208333
1773,NAWANSHAHR,2003,Wheat,Rabi,75000,311000.0,4.146666667,53.6325,25.81208333
1774,NAWANSHAHR,2003,Maize,Kharif,18000,65000.0,3.611111111,53.6325,25.81208333
1775,NAWANSHAHR,2003,Arhar (Tur),Kharif,100,100.0,1.0,53.6325,25.81208333
1776,NAWANSHAHR,2003,Urad,Kharif,100,100.0,1.0,53.6325,25.81208333
1777,NAWANSHAHR,2003,Masoor,Rabi,200,100.0,0.5,53.6325,25.81208333
1778,NAWANSHAHR,2003,Sesamum,Kharif,100,0.0,0.0,53.6325,25.81208333
1779,NAWANSHAHR,2003,Rapeseed &Mustard,Rabi,2000,2000.0,1.0,53.6325,25.81208333
1780,NAWANSHAHR,2003,Sunflower,Rabi,1000,2000.0,2.0,53.6325,25.81208333
1781,NAWANSHAHR,2003,Sugarcane,Whole year,10000,470000.0,47.0,53.6325,25.81208333
1782,NAWANSHAHR,2004,Rice,Kharif,50000,199000.0,3.98,45.565,26.64166667
1783,NAWANSHAHR,2004,Wheat,Rabi,76000,312000.0,4.105263158,45.565,26.64166667
1784,NAWANSHAHR,2004,Maize,Kharif,18000,48000.0,2.666666667,45.565,26.64166667
1785,NAWANSHAHR,2004,Gram,Rabi,100,100.0,1.0,45.565,26.64166667
1786,NAWANSHAHR,2004,Arhar (Tur),Kharif,100,100.0,1.0,45.565,26.64166667
1787,NAWANSHAHR,2004,Moong,Kharif,100,100.0,1.0,45.565,26.64166667
1788,NAWANSHAHR,2004,Masoor,Rabi,200,100.0,0.5,45.565,26.64166667
1789,NAWANSHAHR,2004,Rapeseed &Mustard,Rabi,2000,2000.0,1.0,45.565,26.64166667
1790,NAWANSHAHR,2004,Sugarcane,Whole year,7000,38000.0,5.428571429,45.565,26.64166667
1791,NAWANSHAHR,2005,Rice,Kharif,49000,171000.0,3.489795918,53.49083333,25.50916667
1792,NAWANSHAHR,2005,Wheat,Rabi,72000,303000.0,4.208333333,53.49083333,25.50916667
1793,NAWANSHAHR,2005,Maize,Kharif,17000,48000.0,2.823529412,53.49083333,25.50916667
1794,NAWANSHAHR,2005,Arhar (Tur),Kharif,100,100.0,1.0,53.49083333,25.50916667
1795,NAWANSHAHR,2005,Sesamum,Kharif,100,100.0,1.0,53.49083333,25.50916667
1796,NAWANSHAHR,2005,Rapeseed &Mustard,Rabi,1000,1000.0,1.0,53.49083333,25.50916667
1797,NAWANSHAHR,2005,Sugarcane,Whole year,7000,36000.0,5.142857143,53.49083333,25.50916667
1798,NAWANSHAHR,2006,Rice,Kharif,53000,209000.0,3.943396226,63.88833333,26.04791667
1799,NAWANSHAHR,2006,Wheat,Rabi,72000,300000.0,4.166666667,63.88833333,26.04791667
1800,NAWANSHAHR,2006,Maize,Kharif,18000,68000.0,3.777777778,63.88833333,26.04791667
1801,NAWANSHAHR,2006,Arhar (Tur),Kharif,100,100.0,1.0,63.88833333,26.04791667
1802,NAWANSHAHR,2006,Masoor,Rabi,100,,,63.88833333,26.04791667
1803,NAWANSHAHR,2006,Rapeseed &Mustard,Rabi,2000,2000.0,1.0,63.88833333,26.04791667
1804,NAWANSHAHR,2006,Linseed,Rabi,100,,,63.88833333,26.04791667
1805,NAWANSHAHR,2007,Rice,Kharif,50000,194000.0,3.88,50.2,26.05
1806,NAWANSHAHR,2007,Wheat,Rabi,72000,328000.0,4.555555556,50.2,26.05
1807,NAWANSHAHR,2007,Maize,Kharif,17000,74000.0,4.352941176,50.2,26.05
1808,NAWANSHAHR,2007,Masoor,Rabi,100,100.0,1.0,50.2,26.05
1809,NAWANSHAHR,2007,Rapeseed &Mustard,Rabi,1000,2000.0,2.0,50.2,26.05
1810,NAWANSHAHR,2008,Rice,Kharif,52000,213000.0,4.096153846,90.14333333,24.945
1811,NAWANSHAHR,2008,Wheat,Rabi,76000,297000.0,3.907894737,90.14333333,24.945
1812,NAWANSHAHR,2008,Maize,Kharif,17000,67000.0,3.941176471,90.14333333,24.945
1813,NAWANSHAHR,2008,Arhar (Tur),Kharif,100,100.0,1.0,90.14333333,24.945
1814,NAWANSHAHR,2008,Rapeseed &Mustard,Rabi,1000,1000.0,1.0,90.14333333,24.945
1815,NAWANSHAHR,2009,Rice,Kharif,56000,232000.0,4.142857143,42.17916667,26.33958333
1816,NAWANSHAHR,2009,Wheat,Rabi,74000,316000.0,4.27027027,42.17916667,26.33958333
1817,NAWANSHAHR,2009,Maize,Kharif,16000,56000.0,3.5,42.17916667,26.33958333
1818,NAWANSHAHR,2009,Arhar (Tur),Kharif,100,100.0,1.0,42.17916667,26.33958333
1819,NAWANSHAHR,2009,Rapeseed &Mustard,Rabi,2000,2000.0,1.0,42.17916667,26.33958333
1820,NAWANSHAHR,2009,Sugarcane,Whole year,500,3100.0,6.2,42.17916667,26.33958333
1821,NAWANSHAHR,2010,Rice,Kharif,58000,231000.0,3.982758621,62.85666667,26.25416667
1822,NAWANSHAHR,2010,Wheat,Rabi,74000,348000.0,4.702702703,62.85666667,26.25416667
1823,NAWANSHAHR,2010,Maize,Kharif,14000,57000.0,4.071428571,62.85666667,26.25416667
1824,NAWANSHAHR,2010,Rapeseed &Mustard,Rabi,1000,1000.0,1.0,62.85666667,26.25416667
1825,NAWANSHAHR,2012,Rice,Kharif,56000,231000.0,4.125,44.08916667,25.59625
1826,NAWANSHAHR,2012,Wheat,Rabi,80000,382000.0,4.775,44.08916667,25.59625
1827,NAWANSHAHR,2012,Maize,Kharif,13000,54000.0,4.153846154,44.08916667,25.59625
1828,NAWANSHAHR,2012,Rapeseed &Mustard,Rabi,2000,3000.0,1.5,44.08916667,25.59625
1829,NAWANSHAHR,2012,Sunflower,Rabi,1000,2000.0,2.0,44.08916667,25.59625
1830,NAWANSHAHR,2012,Sugarcane,Whole year,5000,327000.0,65.4,44.08916667,25.59625
1831,PATIALA,1998,Rice,Kharif,246000,772000.0,3.138211382,48.2775,25.91208333
1832,PATIALA,1998,Wheat,Rabi,258000,1144000.0,4.434108527,48.2775,25.91208333
1833,PATIALA,1998,Maize,Kharif,6000,14000.0,2.333333333,48.2775,25.91208333
1834,PATIALA,1998,Barley,Rabi,1000,3000.0,3.0,48.2775,25.91208333
1835,PATIALA,1998,Gram,Rabi,200,200.0,1.0,48.2775,25.91208333
1836,PATIALA,1998,Arhar (Tur),Kharif,600,400.0,0.666666667,48.2775,25.91208333
1837,PATIALA,1998,Urad,Kharif,200,100.0,0.5,48.2775,25.91208333
1838,PATIALA,1998,Moong,Whole year,300,200.0,0.666666667,48.2775,25.91208333
1839,PATIALA,1998,Masoor,Rabi,1100,900.0,0.818181818,48.2775,25.91208333
1840,PATIALA,1998,Peas & Beans (Pulses),Rabi,1500,1500.0,1.0,48.2775,25.91208333
1841,PATIALA,1998,Rapeseed &Mustard,Rabi,2000,2000.0,1.0,48.2775,25.91208333
1842,PATIALA,1998,Cotton(lint),Kharif,1000,1000.0,1.0,48.2775,25.91208333
1843,PATIALA,1998,Sugarcane,Whole year,3000,170000.0,56.66666667,48.2775,25.91208333
1844,PATIALA,1999,Rice,Kharif,250000,812000.0,3.248,27.9,27.38375
1845,PATIALA,1999,Wheat,Rabi,264000,1267000.0,4.799242424,27.9,27.38375
1846,PATIALA,1999,Maize,Kharif,5000,15000.0,3.0,27.9,27.38375
1847,PATIALA,1999,Barley,Rabi,2000,5000.0,2.5,27.9,27.38375
1848,PATIALA,1999,Gram,Rabi,100,100.0,1.0,27.9,27.38375
1849,PATIALA,1999,Arhar (Tur),Kharif,400,300.0,0.75,27.9,27.38375
1850,PATIALA,1999,Urad,Kharif,100,10.0,0.1,27.9,27.38375
1851,PATIALA,1999,Moong,Kharif,200,100.0,0.5,27.9,27.38375
1852,PATIALA,1999,Masoor,Rabi,900,600.0,0.666666667,27.9,27.38375
1853,PATIALA,1999,Peas & Beans (Pulses),Rabi,1100,900.0,0.818181818,27.9,27.38375
1854,PATIALA,1999,Rapeseed &Mustard,Rabi,2000,2000.0,1.0,27.9,27.38375
1855,PATIALA,1999,Cotton(lint),Kharif,1000,1000.0,1.0,27.9,27.38375
1856,PATIALA,1999,Sugarcane,Whole year,3000,180000.0,60.0,27.9,27.38375
1857,PATIALA,2000,Rice,Kharif,255000,854000.0,3.349019608,45.66416667,26.55958333
1858,PATIALA,2000,Wheat,Rabi,261000,1191000.0,4.563218391,45.66416667,26.55958333
1859,PATIALA,2000,Maize,Kharif,6000,17000.0,2.833333333,45.66416667,26.55958333
1860,PATIALA,2000,Barley,Rabi,2000,7000.0,3.5,45.66416667,26.55958333
1861,PATIALA,2000,Gram,Rabi,200,200.0,1.0,45.66416667,26.55958333
1862,PATIALA,2000,Arhar (Tur),Kharif,400,300.0,0.75,45.66416667,26.55958333
1863,PATIALA,2000,Moong,Kharif,300,200.0,0.666666667,45.66416667,26.55958333
1864,PATIALA,2000,Masoor,Rabi,1200,700.0,0.583333333,45.66416667,26.55958333
1865,PATIALA,2000,Other Rabi Pulses,Rabi,1800,2400.0,1.333333333,45.66416667,26.55958333
1866,PATIALA,2000,Cotton(lint),Kharif,1000,2000.0,2.0,45.66416667,26.55958333
1867,PATIALA,2000,Sugarcane,Whole year,3000,220000.0,73.33333333,45.66416667,26.55958333
1868,PATIALA,2001,Rice,Kharif,252000,908000.0,3.603174603,45.4125,26.4175
1869,PATIALA,2001,Wheat,Rabi,265000,1310000.0,4.943396226,45.4125,26.4175
1870,PATIALA,2001,Maize,Kharif,5000,11000.0,2.2,45.4125,26.4175
1871,PATIALA,2001,Barley,Rabi,2000,9000.0,4.5,45.4125,26.4175
1872,PATIALA,2001,Gram,Rabi,200,200.0,1.0,45.4125,26.4175
1873,PATIALA,2001,Arhar (Tur),Kharif,300,300.0,1.0,45.4125,26.4175
1874,PATIALA,2001,Moong,Kharif,300,100.0,0.333333333,45.4125,26.4175
1875,PATIALA,2001,Masoor,Rabi,1000,600.0,0.6,45.4125,26.4175
1876,PATIALA,2001,Rapeseed &Mustard,Rabi,200,200.0,1.0,45.4125,26.4175
1877,PATIALA,2001,Cotton(lint),Kharif,1000,2000.0,2.0,45.4125,26.4175
1878,PATIALA,2001,Sugarcane,Whole year,4000,280000.0,70.0,45.4125,26.4175
1879,PATIALA,2002,Rice,Kharif,237000,818000.0,3.451476793,34.91833333,27.35083333
1880,PATIALA,2002,Wheat,Rabi,265000,1184000.0,4.467924528,34.91833333,27.35083333
1881,PATIALA,2002,Maize,Kharif,4000,6000.0,1.5,34.91833333,27.35083333
1882,PATIALA,2002,Barley,Rabi,2000,7000.0,3.5,34.91833333,27.35083333
1883,PATIALA,2002,Gram,Rabi,200,200.0,1.0,34.91833333,27.35083333
1884,PATIALA,2002,Arhar (Tur),Kharif,200,200.0,1.0,34.91833333,27.35083333
1885,PATIALA,2002,Urad,Kharif,100,100.0,1.0,34.91833333,27.35083333
1886,PATIALA,2002,Moong,Kharif,200,100.0,0.5,34.91833333,27.35083333
1887,PATIALA,2002,Masoor,Rabi,900,700.0,0.777777778,34.91833333,27.35083333
1888,PATIALA,2002,Rapeseed &Mustard,Rabi,2000,2000.0,1.0,34.91833333,27.35083333
1889,PATIALA,2002,Cotton(lint),Kharif,1000,2000.0,2.0,34.91833333,27.35083333
1890,PATIALA,2002,Sugarcane,Whole year,5000,330000.0,66.0,34.91833333,27.35083333
1891,PATIALA,2003,Rice,Kharif,246000,950000.0,3.861788618,59.54583333,25.72875
1892,PATIALA,2003,Wheat,Rabi,266000,1095000.0,4.116541353,59.54583333,25.72875
1893,PATIALA,2003,Maize,Kharif,5000,14000.0,2.8,59.54583333,25.72875
1894,PATIALA,2003,Barley,Rabi,2000,6000.0,3.0,59.54583333,25.72875
1895,PATIALA,2003,Gram,Rabi,100,100.0,1.0,59.54583333,25.72875
1896,PATIALA,2003,Arhar (Tur),Kharif,300,300.0,1.0,59.54583333,25.72875
1897,PATIALA,2003,Urad,Kharif,100,100.0,1.0,59.54583333,25.72875
1898,PATIALA,2003,Moong,Kharif,300,200.0,0.666666667,59.54583333,25.72875
1899,PATIALA,2003,Masoor,Rabi,900,600.0,0.666666667,59.54583333,25.72875
1900,PATIALA,2003,Rapeseed &Mustard,Rabi,2000,2000.0,1.0,59.54583333,25.72875
1901,PATIALA,2003,Sunflower,Rabi,2000,3000.0,1.5,59.54583333,25.72875
1902,PATIALA,2003,Cotton(lint),Kharif,1000,3000.0,3.0,59.54583333,25.72875
1903,PATIALA,2003,Sugarcane,Whole year,4000,240000.0,60.0,59.54583333,25.72875
1904,PATIALA,2004,Rice,Kharif,250000,965000.0,3.86,46.67416667,26.60041667
1905,PATIALA,2004,Wheat,Rabi,266000,1197000.0,4.5,46.67416667,26.60041667
1906,PATIALA,2004,Maize,Kharif,4000,9000.0,2.25,46.67416667,26.60041667
1907,PATIALA,2004,Barley,Rabi,1000,4000.0,4.0,46.67416667,26.60041667
1908,PATIALA,2004,Gram,Rabi,100,100.0,1.0,46.67416667,26.60041667
1909,PATIALA,2004,Arhar (Tur),Kharif,200,200.0,1.0,46.67416667,26.60041667
1910,PATIALA,2004,Urad,Kharif,100,100.0,1.0,46.67416667,26.60041667
1911,PATIALA,2004,Moong,Kharif,200,100.0,0.5,46.67416667,26.60041667
1912,PATIALA,2004,Masoor,Rabi,900,600.0,0.666666667,46.67416667,26.60041667
1913,PATIALA,2004,Rapeseed &Mustard,Rabi,2000,2000.0,1.0,46.67416667,26.60041667
1914,PATIALA,2004,Cotton(lint),Kharif,1000,3000.0,3.0,46.67416667,26.60041667
1915,PATIALA,2004,Sugarcane,Whole year,2000,12000.0,6.0,46.67416667,26.60041667
1916,PATIALA,2004,Guar seed,Whole year,100,100.0,1.0,46.67416667,26.60041667
1917,PATIALA,2005,Rice,Kharif,252000,996000.0,3.952380952,48.6925,25.84166667
1918,PATIALA,2005,Wheat,Rabi,262000,1109000.0,4.232824427,48.6925,25.84166667
1919,PATIALA,2005,Maize,Kharif,4000,9000.0,2.25,48.6925,25.84166667
1920,PATIALA,2005,Barley,Rabi,1000,4000.0,4.0,48.6925,25.84166667
1921,PATIALA,2005,Gram,Rabi,100,100.0,1.0,48.6925,25.84166667
1922,PATIALA,2005,Arhar (Tur),Kharif,200,200.0,1.0,48.6925,25.84166667
1923,PATIALA,2005,Urad,Kharif,100,100.0,1.0,48.6925,25.84166667
1924,PATIALA,2005,Moong,Kharif,200,200.0,1.0,48.6925,25.84166667
1925,PATIALA,2005,Masoor,Rabi,600,300.0,0.5,48.6925,25.84166667
1926,PATIALA,2005,Rapeseed &Mustard,Rabi,2000,2000.0,1.0,48.6925,25.84166667
1927,PATIALA,2005,Cotton(lint),Kharif,1000,3000.0,3.0,48.6925,25.84166667
1928,PATIALA,2005,Sugarcane,Whole year,2000,13000.0,6.5,48.6925,25.84166667
1929,PATIALA,2006,Rice,Kharif,237000,989000.0,4.172995781,39.2,26.755
1930,PATIALA,2006,Wheat,Rabi,244000,1126000.0,4.614754098,39.2,26.755
1931,PATIALA,2006,Maize,Kharif,2000,5000.0,2.5,39.2,26.755
1932,PATIALA,2006,Barley,Rabi,1000,3000.0,3.0,39.2,26.755
1933,PATIALA,2006,Gram,Rabi,100,100.0,1.0,39.2,26.755
1934,PATIALA,2006,Arhar (Tur),Kharif,100,100.0,1.0,39.2,26.755
1935,PATIALA,2006,Moong,Kharif,200,200.0,1.0,39.2,26.755
1936,PATIALA,2006,Masoor,Rabi,100,100.0,1.0,39.2,26.755
1937,PATIALA,2006,Peas & Beans (Pulses),Rabi,1200,1500.0,1.25,39.2,26.755
1938,PATIALA,2006,Rapeseed &Mustard,Rabi,1000,1000.0,1.0,39.2,26.755
1939,PATIALA,2006,Cotton(lint),Kharif,1000,3000.0,3.0,39.2,26.755
1940,PATIALA,2007,Rice,Kharif,234000,999000.0,4.269230769,43.44083333,26.55125
1941,PATIALA,2007,Wheat,Rabi,240000,1133000.0,4.720833333,43.44083333,26.55125
1942,PATIALA,2007,Maize,Kharif,2000,7000.0,3.5,43.44083333,26.55125
1943,PATIALA,2007,Barley,Rabi,1000,4000.0,4.0,43.44083333,26.55125
1944,PATIALA,2007,Arhar (Tur),Kharif,100,100.0,1.0,43.44083333,26.55125
1945,PATIALA,2007,Moong,Kharif,100,100.0,1.0,43.44083333,26.55125
1946,PATIALA,2007,Rapeseed &Mustard,Rabi,1000,1000.0,1.0,43.44083333,26.55125
1947,PATIALA,2007,Cotton(lint),Kharif,1000,4000.0,4.0,43.44083333,26.55125
1948,PATIALA,2008,Rice,Kharif,238000,1009000.0,4.239495798,81.345,25.10541667
1949,PATIALA,2008,Wheat,Rabi,242000,1137000.0,4.698347107,81.345,25.10541667
1950,PATIALA,2008,Maize,Kharif,2000,6000.0,3.0,81.345,25.10541667
1951,PATIALA,2008,Barley,Rabi,1000,4000.0,4.0,81.345,25.10541667
1952,PATIALA,2008,Arhar (Tur),Kharif,100,100.0,1.0,81.345,25.10541667
1953,PATIALA,2008,Urad,Kharif,100,,,81.345,25.10541667
1954,PATIALA,2008,Moong,Kharif,100,100.0,1.0,81.345,25.10541667
1955,PATIALA,2008,Peas & Beans (Pulses),Rabi,1200,1500.0,1.25,81.345,25.10541667
1956,PATIALA,2008,Rapeseed &Mustard,Rabi,1000,1000.0,1.0,81.345,25.10541667
1957,PATIALA,2008,Cotton(lint),Kharif,1000,4000.0,4.0,81.345,25.10541667
1958,PATIALA,2009,Rice,Kharif,240000,1021000.0,4.254166667,44.6925,26.52083333
1959,PATIALA,2009,Wheat,Rabi,235000,1063000.0,4.523404255,44.6925,26.52083333
1960,PATIALA,2009,Maize,Kharif,1000,3000.0,3.0,44.6925,26.52083333
1961,PATIALA,2009,Barley,Rabi,1000,4000.0,4.0,44.6925,26.52083333
1962,PATIALA,2009,Arhar (Tur),Kharif,100,100.0,1.0,44.6925,26.52083333
1963,PATIALA,2009,Peas & Beans (Pulses),Rabi,600,700.0,1.166666667,44.6925,26.52083333
1964,PATIALA,2009,Cotton(lint),Kharif,1000,4000.0,4.0,44.6925,26.52083333
1965,PATIALA,2009,Sugarcane,Whole year,100,800.0,8.0,44.6925,26.52083333
1966,PATIALA,2010,Rice,Kharif,234000,873000.0,3.730769231,65.97416667,26.23458333
1967,PATIALA,2010,Wheat,Rabi,236000,1141000.0,4.834745763,65.97416667,26.23458333
1968,PATIALA,2010,Maize,Kharif,1000,3000.0,3.0,65.97416667,26.23458333
1969,PATIALA,2010,Barley,Rabi,1000,4000.0,4.0,65.97416667,26.23458333
1970,PATIALA,2010,Masoor,Rabi,100,67.0,0.67,65.97416667,26.23458333
1971,PATIALA,2010,Peas & Beans (Pulses),Rabi,1400,1800.0,1.285714286,65.97416667,26.23458333
1972,PATIALA,2010,Rapeseed &Mustard,Rabi,1000,1000.0,1.0,65.97416667,26.23458333
1973,PATIALA,2010,Cotton(lint),Kharif,1000,3000.0,3.0,65.97416667,26.23458333
1974,PATIALA,2012,Rice,Kharif,233000,922000.0,3.957081545,40.70416667,25.77708333
1975,PATIALA,2012,Wheat,Rabi,234000,1123000.0,4.799145299,40.70416667,25.77708333
1976,PATIALA,2012,Bajra,Kharif,1000,1000.0,1.0,40.70416667,25.77708333
1977,PATIALA,2012,Maize,Kharif,1000,4000.0,4.0,40.70416667,25.77708333
1978,PATIALA,2012,Peas & Beans (Pulses),Rabi,600,800.0,1.333333333,40.70416667,25.77708333
1979,PATIALA,2012,Rapeseed &Mustard,Rabi,1000,2000.0,2.0,40.70416667,25.77708333
1980,PATIALA,2012,Sunflower,Rabi,1000,1600.0,1.6,40.70416667,25.77708333
1981,PATIALA,2012,Cotton(lint),Kharif,1000,3000.0,3.0,40.70416667,25.77708333
1982,PATIALA,2012,Sugarcane,Whole year,2000,184000.0,92.0,40.70416667,25.77708333
1983,ROPAR(RUPNAGAR),1998,Rice,Kharif,46000,128000.0,2.782608696,70.88333333,21.79666667
1984,ROPAR(RUPNAGAR),1998,Wheat,Rabi,86000,325000.0,3.779069767,70.88333333,21.79666667
1985,ROPAR(RUPNAGAR),1998,Maize,Kharif,26000,52000.0,2.0,70.88333333,21.79666667
1986,ROPAR(RUPNAGAR),1998,Barley,Rabi,1000,3000.0,3.0,70.88333333,21.79666667
1987,ROPAR(RUPNAGAR),1998,Gram,Rabi,700,600.0,0.857142857,70.88333333,21.79666667
1988,ROPAR(RUPNAGAR),1998,Arhar (Tur),Kharif,1000,800.0,0.8,70.88333333,21.79666667
1989,ROPAR(RUPNAGAR),1998,Urad,Kharif,400,200.0,0.5,70.88333333,21.79666667
1990,ROPAR(RUPNAGAR),1998,Masoor,Rabi,700,400.0,0.571428571,70.88333333,21.79666667
1991,ROPAR(RUPNAGAR),1998,Sesamum,Kharif,400,100.0,0.25,70.88333333,21.79666667
1992,ROPAR(RUPNAGAR),1998,Rapeseed &Mustard,Rabi,2000,2000.0,1.0,70.88333333,21.79666667
