,district,year,crop,season,area,production,yield,AvgRain,AvgTemp
1993,ROPAR(RUPNAGAR),1998,Sugarcane,Whole year,9000,510000.0,56.66666667,70.88333333,21.79666667
1994,ROPAR(RUPNAGAR),1999,Rice,Kharif,50000,156000.0,3.12,46.96833333,22.78166667
1995,ROPAR(RUPNAGAR),1999,Wheat,Rabi,87000,350000.0,4.022988506,46.96833333,22.78166667
1996,ROPAR(RUPNAGAR),1999,Maize,Kharif,28000,60000.0,2.142857143,46.96833333,22.78166667
1997,ROPAR(RUPNAGAR),1999,Gram,Rabi,500,300.0,0.6,46.96833333,22.78166667
1998,ROPAR(RUPNAGAR),1999,Arhar (Tur),Kharif,600,600.0,1.0,46.96833333,22.78166667
1999,ROPAR(RUPNAGAR),1999,Urad,Kharif,800,300.0,0.375,46.96833333,22.78166667
2000,ROPAR(RUPNAGAR),1999,Masoor,Rabi,700,300.0,0.428571429,46.96833333,22.78166667
2001,ROPAR(RUPNAGAR),1999,Peas & Beans (Pulses),Rabi,700,400.0,0.571428571,46.96833333,22.78166667
2002,ROPAR(RUPNAGAR),1999,Sesamum,Kharif,400,100.0,0.25,46.96833333,22.78166667
2003,ROPAR(RUPNAGAR),1999,Rapeseed &Mustard,Rabi,2000,2000.0,1.0,46.96833333,22.78166667
2004,ROPAR(RUPNAGAR),1999,Sugarcane,Whole year,9000,490000.0,54.44444444,46.96833333,22.78166667
2005,ROPAR(RUPNAGAR),2000,Rice,Kharif,49000,163000.0,3.326530612,69.12916667,21.98083333
2006,ROPAR(RUPNAGAR),2000,Wheat,Rabi,86000,312000.0,3.627906977,69.12916667,21.98083333
2007,ROPAR(RUPNAGAR),2000,Maize,Kharif,28000,70000.0,2.5,69.12916667,21.98083333
2008,ROPAR(RUPNAGAR),2000,Gram,Rabi,200,100.0,0.5,69.12916667,21.98083333
2009,ROPAR(RUPNAGAR),2000,Arhar (Tur),Kharif,700,500.0,0.714285714,69.12916667,21.98083333
2010,ROPAR(RUPNAGAR),2000,Masoor,Rabi,700,400.0,0.571428571,69.12916667,21.98083333
2011,ROPAR(RUPNAGAR),2000,Sesamum,Kharif,600,200.0,0.333333333,69.12916667,21.98083333
2012,ROPAR(RUPNAGAR),2000,Linseed,Rabi,100,100.0,1.0,69.12916667,21.98083333
2013,ROPAR(RUPNAGAR),2000,Sugarcane,Whole year,10000,550000.0,55.0,69.12916667,21.98083333
2014,ROPAR(RUPNAGAR),2001,Rice,Kharif,51000,163000.0,3.196078431,72.93916667,21.92958333
2015,ROPAR(RUPNAGAR),2001,Wheat,Rabi,88000,347000.0,3.943181818,72.93916667,21.92958333
2016,ROPAR(RUPNAGAR),2001,Maize,Kharif,29000,66000.0,2.275862069,72.93916667,21.92958333
2017,ROPAR(RUPNAGAR),2001,Gram,Rabi,200,200.0,1.0,72.93916667,21.92958333
2018,ROPAR(RUPNAGAR),2001,Arhar (Tur),Kharif,500,400.0,0.8,72.93916667,21.92958333
2019,ROPAR(RUPNAGAR),2001,Masoor,Rabi,600,500.0,0.833333333,72.93916667,21.92958333
2020,ROPAR(RUPNAGAR),2001,Sesamum,Kharif,400,100.0,0.25,72.93916667,21.92958333
2021,ROPAR(RUPNAGAR),2001,Rapeseed &Mustard,Rabi,100,100.0,1.0,72.93916667,21.92958333
2022,ROPAR(RUPNAGAR),2001,Sugarcane,Whole year,10000,540000.0,54.0,72.93916667,21.92958333
2023,ROPAR(RUPNAGAR),2002,Rice,Kharif,44000,141000.0,3.204545455,58.14833333,22.6375
2024,ROPAR(RUPNAGAR),2002,Wheat,Rabi,86000,305000.0,3.546511628,58.14833333,22.6375
2025,ROPAR(RUPNAGAR),2002,Bajra,Kharif,1000,1000.0,1.0,58.14833333,22.6375
2026,ROPAR(RUPNAGAR),2002,Maize,Kharif,24000,42000.0,1.75,58.14833333,22.6375
2027,ROPAR(RUPNAGAR),2002,Gram,Rabi,300,300.0,1.0,58.14833333,22.6375
2028,ROPAR(RUPNAGAR),2002,Arhar (Tur),Kharif,300,300.0,1.0,58.14833333,22.6375
2029,ROPAR(RUPNAGAR),2002,Urad,Kharif,400,100.0,0.25,58.14833333,22.6375
2030,ROPAR(RUPNAGAR),2002,Masoor,Rabi,600,300.0,0.5,58.14833333,22.6375
2031,ROPAR(RUPNAGAR),2002,Groundnut,Kharif,100,100.0,1.0,58.14833333,22.6375
2032,ROPAR(RUPNAGAR),2002,Sesamum,Kharif,400,100.0,0.25,58.14833333,22.6375
2033,ROPAR(RUPNAGAR),2002,Rapeseed &Mustard,Rabi,2000,1000.0,0.5,58.14833333,22.6375
2034,ROPAR(RUPNAGAR),2002,Sugarcane,Whole year,9000,490000.0,54.44444444,58.14833333,22.6375
2035,ROPAR(RUPNAGAR),2003,Rice,Kharif,51000,170000.0,3.333333333,84.2275,21.50958333
2036,ROPAR(RUPNAGAR),2003,Wheat,Rabi,87000,307000.0,3.528735632,84.2275,21.50958333
2037,ROPAR(RUPNAGAR),2003,Bajra,Kharif,1000,1000.0,1.0,84.2275,21.50958333
2038,ROPAR(RUPNAGAR),2003,Maize,Kharif,23000,65000.0,2.826086957,84.2275,21.50958333
2039,ROPAR(RUPNAGAR),2003,Gram,Rabi,200,100.0,0.5,84.2275,21.50958333
2040,ROPAR(RUPNAGAR),2003,Arhar (Tur),Kharif,300,200.0,0.666666667,84.2275,21.50958333
2041,ROPAR(RUPNAGAR),2003,Urad,Kharif,700,200.0,0.285714286,84.2275,21.50958333
2042,ROPAR(RUPNAGAR),2003,Masoor,Rabi,600,300.0,0.5,84.2275,21.50958333
2043,ROPAR(RUPNAGAR),2003,Sesamum,Kharif,300,100.0,0.333333333,84.2275,21.50958333
2044,ROPAR(RUPNAGAR),2003,Rapeseed &Mustard,Rabi,2000,2000.0,1.0,84.2275,21.50958333
2045,ROPAR(RUPNAGAR),2003,Sunflower,Rabi,1000,2000.0,2.0,84.2275,21.50958333
2046,ROPAR(RUPNAGAR),2003,Sugarcane,Whole year,7000,350000.0,50.0,84.2275,21.50958333
2047,ROPAR(RUPNAGAR),2004,Rice,Kharif,51000,176000.0,3.450980392,74.66666667,22.15833333
2048,ROPAR(RUPNAGAR),2004,Wheat,Rabi,89000,312000.0,3.505617978,74.66666667,22.15833333
2049,ROPAR(RUPNAGAR),2004,Bajra,Kharif,1000,1000.0,1.0,74.66666667,22.15833333
2050,ROPAR(RUPNAGAR),2004,Maize,Kharif,25000,60000.0,2.4,74.66666667,22.15833333
2051,ROPAR(RUPNAGAR),2004,Gram,Rabi,300,100.0,0.333333333,74.66666667,22.15833333
2052,ROPAR(RUPNAGAR),2004,Arhar (Tur),Kharif,300,200.0,0.666666667,74.66666667,22.15833333
2053,ROPAR(RUPNAGAR),2004,Urad,Kharif,300,200.0,0.666666667,74.66666667,22.15833333
2054,ROPAR(RUPNAGAR),2004,Masoor,Rabi,500,300.0,0.6,74.66666667,22.15833333
2055,ROPAR(RUPNAGAR),2004,Groundnut,Kharif,100,100.0,1.0,74.66666667,22.15833333
2056,ROPAR(RUPNAGAR),2004,Sesamum,Kharif,400,100.0,0.25,74.66666667,22.15833333
2057,ROPAR(RUPNAGAR),2004,Rapeseed &Mustard,Rabi,3000,2000.0,0.666666667,74.66666667,22.15833333
2058,ROPAR(RUPNAGAR),2004,Sugarcane,Whole year,4000,23000.0,5.75,74.66666667,22.15833333
2059,ROPAR(RUPNAGAR),2005,Rice,Kharif,53000,183000.0,3.452830189,74.0425,21.33458333
2060,ROPAR(RUPNAGAR),2005,Wheat,Rabi,91000,327000.0,3.593406593,74.0425,21.33458333
2061,ROPAR(RUPNAGAR),2005,Maize,Kharif,27000,75000.0,2.777777778,74.0425,21.33458333
2062,ROPAR(RUPNAGAR),2005,Gram,Rabi,200,100.0,0.5,74.0425,21.33458333
2063,ROPAR(RUPNAGAR),2005,Arhar (Tur),Kharif,200,200.0,1.0,74.0425,21.33458333
2064,ROPAR(RUPNAGAR),2005,Urad,Kharif,300,200.0,0.666666667,74.0425,21.33458333
2065,ROPAR(RUPNAGAR),2005,Moong,Kharif,200,200.0,1.0,74.0425,21.33458333
2066,ROPAR(RUPNAGAR),2005,Masoor,Rabi,400,100.0,0.25,74.0425,21.33458333
2067,ROPAR(RUPNAGAR),2005,Sesamum,Kharif,400,100.0,0.25,74.0425,21.33458333
2068,ROPAR(RUPNAGAR),2005,Rapeseed &Mustard,Rabi,2000,2000.0,1.0,74.0425,21.33458333
2069,ROPAR(RUPNAGAR),2005,Sugarcane,Whole year,4000,24000.0,6.0,74.0425,21.33458333
2070,ROPAR(RUPNAGAR),2006,Rice,Kharif,38000,138000.0,3.631578947,74.93,22.07166667
2071,ROPAR(RUPNAGAR),2006,Wheat,Rabi,57000,216000.0,3.789473684,74.93,22.07166667
2072,ROPAR(RUPNAGAR),2006,Maize,Kharif,24000,61000.0,2.541666667,74.93,22.07166667
2073,ROPAR(RUPNAGAR),2006,Gram,Rabi,100,100.0,1.0,74.93,22.07166667
2074,ROPAR(RUPNAGAR),2006,Arhar (Tur),Kharif,100,100.0,1.0,74.93,22.07166667
2075,ROPAR(RUPNAGAR),2006,Urad,Kharif,200,100.0,0.5,74.93,22.07166667
2076,ROPAR(RUPNAGAR),2006,Masoor,Rabi,100,100.0,1.0,74.93,22.07166667
2077,ROPAR(RUPNAGAR),2006,Sesamum,Kharif,300,100.0,0.333333333,74.93,22.07166667
2078,ROPAR(RUPNAGAR),2006,Rapeseed &Mustard,Rabi,1000,1000.0,1.0,74.93,22.07166667
2079,ROPAR(RUPNAGAR),2007,Rice,Kharif,33000,122000.0,3.696969697,74.92583333,21.78458333
2080,ROPAR(RUPNAGAR),2007,Wheat,Rabi,62000,256000.0,4.129032258,74.92583333,21.78458333
2081,ROPAR(RUPNAGAR),2007,Maize,Kharif,22000,72000.0,3.272727273,74.92583333,21.78458333
2082,ROPAR(RUPNAGAR),2007,Gram,Rabi,100,100.0,1.0,74.92583333,21.78458333
2083,ROPAR(RUPNAGAR),2007,Arhar (Tur),Kharif,200,200.0,1.0,74.92583333,21.78458333
2084,ROPAR(RUPNAGAR),2007,Urad,Kharif,100,100.0,1.0,74.92583333,21.78458333
2085,ROPAR(RUPNAGAR),2007,Masoor,Rabi,100,,,74.92583333,21.78458333
2086,ROPAR(RUPNAGAR),2007,Sesamum,Kharif,300,100.0,0.333333333,74.92583333,21.78458333
2087,ROPAR(RUPNAGAR),2007,Rapeseed &Mustard,Rabi,2000,2000.0,1.0,74.92583333,21.78458333
2088,ROPAR(RUPNAGAR),2008,Rice,Kharif,36000,139000.0,3.861111111,125.5383333,20.89958333
2089,ROPAR(RUPNAGAR),2008,Wheat,Rabi,64000,212000.0,3.3125,125.5383333,20.89958333
2090,ROPAR(RUPNAGAR),2008,Maize,Kharif,23000,77000.0,3.347826087,125.5383333,20.89958333
2091,ROPAR(RUPNAGAR),2008,Gram,Rabi,200,200.0,1.0,125.5383333,20.89958333
2092,ROPAR(RUPNAGAR),2008,Arhar (Tur),Kharif,200,100.0,0.5,125.5383333,20.89958333
2093,ROPAR(RUPNAGAR),2008,Urad,Kharif,100,100.0,1.0,125.5383333,20.89958333
2094,ROPAR(RUPNAGAR),2008,Masoor,Rabi,100,100.0,1.0,125.5383333,20.89958333
2095,ROPAR(RUPNAGAR),2008,Sesamum,Kharif,200,100.0,0.5,125.5383333,20.89958333
2096,ROPAR(RUPNAGAR),2008,Rapeseed &Mustard,Rabi,2000,2000.0,1.0,125.5383333,20.89958333
2097,ROPAR(RUPNAGAR),2009,Rice,Kharif,38000,135000.0,3.552631579,67.74,22.09
2098,ROPAR(RUPNAGAR),2009,Wheat,Rabi,65000,277000.0,4.261538462,67.74,22.09
2099,ROPAR(RUPNAGAR),2009,Maize,Kharif,21000,64000.0,3.047619048,67.74,22.09
2100,ROPAR(RUPNAGAR),2009,Gram,Rabi,100,100.0,1.0,67.74,22.09
2101,ROPAR(RUPNAGAR),2009,Arhar (Tur),Kharif,100,100.0,1.0,67.74,22.09
2102,ROPAR(RUPNAGAR),2009,Urad,Kharif,100,,,67.74,22.09
2103,ROPAR(RUPNAGAR),2009,Sesamum,Kharif,200,,,67.74,22.09
2104,ROPAR(RUPNAGAR),2009,Rapeseed &Mustard,Rabi,1000,1000.0,1.0,67.74,22.09
2105,ROPAR(RUPNAGAR),2009,Sugarcane,Whole year,200,1300.0,6.5,67.74,22.09
2106,ROPAR(RUPNAGAR),2010,Rice,Kharif,38000,147000.0,3.868421053,108.4291667,22.04708333
2107,ROPAR(RUPNAGAR),2010,Wheat,Rabi,65000,253000.0,3.892307692,108.4291667,22.04708333
2108,ROPAR(RUPNAGAR),2010,Maize,Kharif,23000,76000.0,3.304347826,108.4291667,22.04708333
2109,ROPAR(RUPNAGAR),2010,Gram,Rabi,200,200.0,1.0,108.4291667,22.04708333
2110,ROPAR(RUPNAGAR),2010,Arhar (Tur),Kharif,600,500.0,0.833333333,108.4291667,22.04708333
2111,ROPAR(RUPNAGAR),2010,Urad,Kharif,100,100.0,1.0,108.4291667,22.04708333
2112,ROPAR(RUPNAGAR),2010,Masoor,Rabi,100,90.0,0.9,108.4291667,22.04708333
2113,ROPAR(RUPNAGAR),2010,Rapeseed &Mustard,Rabi,2000,2000.0,1.0,108.4291667,22.04708333
2114,ROPAR(RUPNAGAR),2012,Rice,Kharif,38000,145000.0,3.815789474,69.6325,21.46166667
2115,ROPAR(RUPNAGAR),2012,Wheat,Rabi,63000,284000.0,4.507936508,69.6325,21.46166667
2116,ROPAR(RUPNAGAR),2012,Maize,Kharif,23000,74000.0,3.217391304,69.6325,21.46166667
2117,ROPAR(RUPNAGAR),2012,Gram,Rabi,100,100.0,1.0,69.6325,21.46166667
2118,ROPAR(RUPNAGAR),2012,Sesamum,Kharif,100,,,69.6325,21.46166667
2119,ROPAR(RUPNAGAR),2012,Rapeseed &Mustard,Rabi,2000,2000.0,1.0,69.6325,21.46166667
2120,ROPAR(RUPNAGAR),2012,Sugarcane,Whole year,3000,227000.0,75.66666667,69.6325,21.46166667
2121,ROPAR(RUPNAGAR),2012,Guar seed,Whole year,100,100.0,1.0,69.6325,21.46166667
2122,SANGRUR,1998,Rice,Kharif,353000,1262000.0,3.575070822,38.12583333,26.315
2123,SANGRUR,1998,Wheat,Rabi,393000,1749000.0,4.450381679,38.12583333,26.315
2124,SANGRUR,1998,Bajra,Kharif,2000,2000.0,1.0,38.12583333,26.315
2125,SANGRUR,1998,Barley,Rabi,6000,21000.0,3.5,38.12583333,26.315
2126,SANGRUR,1998,Gram,Rabi,600,700.0,1.166666667,38.12583333,26.315
2127,SANGRUR,1998,Arhar (Tur),Kharif,1700,900.0,0.529411765,38.12583333,26.315
2128,SANGRUR,1998,Moong,Whole year,6000,4200.0,0.7,38.12583333,26.315
2129,SANGRUR,1998,Peas & Beans (Pulses),Rabi,300,300.0,1.0,38.12583333,26.315
2130,SANGRUR,1998,Groundnut,Kharif,1000,1000.0,1.0,38.12583333,26.315
2131,SANGRUR,1998,Rapeseed &Mustard,Rabi,3000,3000.0,1.0,38.12583333,26.315
2132,SANGRUR,1998,Cotton(lint),Kharif,24000,28000.0,1.166666667,38.12583333,26.315
2133,SANGRUR,1998,Sugarcane,Whole year,5000,330000.0,66.0,38.12583333,26.315
2134,SANGRUR,1999,Rice,Kharif,360000,1282000.0,3.561111111,21.91083333,27.63708333
2135,SANGRUR,1999,Wheat,Rabi,394000,1902000.0,4.827411168,21.91083333,27.63708333
2136,SANGRUR,1999,Bajra,Kharif,2000,2000.0,1.0,21.91083333,27.63708333
2137,SANGRUR,1999,Maize,Kharif,1000,3000.0,3.0,21.91083333,27.63708333
2138,SANGRUR,1999,Barley,Rabi,7000,28000.0,4.0,21.91083333,27.63708333
2139,SANGRUR,1999,Gram,Rabi,600,800.0,1.333333333,21.91083333,27.63708333
2140,SANGRUR,1999,Arhar (Tur),Kharif,1900,1600.0,0.842105263,21.91083333,27.63708333
2141,SANGRUR,1999,Moong,Kharif,5700,3300.0,0.578947368,21.91083333,27.63708333
2142,SANGRUR,1999,Groundnut,Kharif,1000,1000.0,1.0,21.91083333,27.63708333
2143,SANGRUR,1999,Rapeseed &Mustard,Rabi,3000,3000.0,1.0,21.91083333,27.63708333
2144,SANGRUR,1999,Cotton(lint),Kharif,20000,37000.0,1.85,21.91083333,27.63708333
2145,SANGRUR,1999,Sugarcane,Whole year,4000,280000.0,70.0,21.91083333,27.63708333
2146,SANGRUR,2000,Rice,Kharif,357000,1342000.0,3.759103641,31.74666667,26.96208333
2147,SANGRUR,2000,Wheat,Rabi,393000,1921000.0,4.888040712,31.74666667,26.96208333
2148,SANGRUR,2000,Bajra,Kharif,2000,2000.0,1.0,31.74666667,26.96208333
2149,SANGRUR,2000,Maize,Kharif,1000,3000.0,3.0,31.74666667,26.96208333
2150,SANGRUR,2000,Barley,Rabi,7000,27000.0,3.857142857,31.74666667,26.96208333
2151,SANGRUR,2000,Gram,Rabi,800,1000.0,1.25,31.74666667,26.96208333
2152,SANGRUR,2000,Arhar (Tur),Kharif,1900,1600.0,0.842105263,31.74666667,26.96208333
2153,SANGRUR,2000,Moong,Kharif,4500,2400.0,0.533333333,31.74666667,26.96208333
2154,SANGRUR,2000,Moth,Kharif,200,200.0,1.0,31.74666667,26.96208333
2155,SANGRUR,2000,Other Rabi Pulses,Rabi,600,600.0,1.0,31.74666667,26.96208333
2156,SANGRUR,2000,Groundnut,Kharif,1000,1000.0,1.0,31.74666667,26.96208333
2157,SANGRUR,2000,Cotton(lint),Kharif,21000,41000.0,1.952380952,31.74666667,26.96208333
2158,SANGRUR,2000,Sugarcane,Whole year,3000,220000.0,73.33333333,31.74666667,26.96208333
2159,SANGRUR,2001,Rice,Kharif,349000,1362000.0,3.902578797,38.78416667,26.64208333
2160,SANGRUR,2001,Wheat,Rabi,392000,1890000.0,4.821428571,38.78416667,26.64208333
2161,SANGRUR,2001,Maize,Kharif,2000,5000.0,2.5,38.78416667,26.64208333
2162,SANGRUR,2001,Barley,Rabi,6000,25000.0,4.166666667,38.78416667,26.64208333
2163,SANGRUR,2001,Gram,Rabi,800,1100.0,1.375,38.78416667,26.64208333
2164,SANGRUR,2001,Arhar (Tur),Kharif,2000,2000.0,1.0,38.78416667,26.64208333
2165,SANGRUR,2001,Moong,Kharif,3600,1800.0,0.5,38.78416667,26.64208333
2166,SANGRUR,2001,Moth,Kharif,200,200.0,1.0,38.78416667,26.64208333
2167,SANGRUR,2001,Rapeseed &Mustard,Rabi,300,400.0,1.333333333,38.78416667,26.64208333
2168,SANGRUR,2001,Cotton(lint),Kharif,28000,47000.0,1.678571429,38.78416667,26.64208333
2169,SANGRUR,2001,Sugarcane,Whole year,4000,280000.0,70.0,38.78416667,26.64208333
2170,SANGRUR,2002,Rice,Kharif,352000,1429000.0,4.059659091,26.39916667,27.62625
2171,SANGRUR,2002,Wheat,Rabi,394000,1805000.0,4.581218274,26.39916667,27.62625
2172,SANGRUR,2002,Bajra,Kharif,2000,1000.0,0.5,26.39916667,27.62625
2173,SANGRUR,2002,Maize,Kharif,2000,4000.0,2.0,26.39916667,27.62625
2174,SANGRUR,2002,Barley,Rabi,6000,21000.0,3.5,26.39916667,27.62625
2175,SANGRUR,2002,Gram,Rabi,800,700.0,0.875,26.39916667,27.62625
2176,SANGRUR,2002,Arhar (Tur),Kharif,1900,1600.0,0.842105263,26.39916667,27.62625
2177,SANGRUR,2002,Moong,Kharif,2900,2200.0,0.75862069,26.39916667,27.62625
2178,SANGRUR,2002,Groundnut,Kharif,300,200.0,0.666666667,26.39916667,27.62625
2179,SANGRUR,2002,Sesamum,Kharif,100,0.0,0.0,26.39916667,27.62625
2180,SANGRUR,2002,Rapeseed &Mustard,Rabi,3000,3000.0,1.0,26.39916667,27.62625
2181,SANGRUR,2002,Cotton(lint),Kharif,23000,38000.0,1.652173913,26.39916667,27.62625
2182,SANGRUR,2002,Sugarcane,Whole year,4000,280000.0,70.0,26.39916667,27.62625
2183,SANGRUR,2003,Rice,Kharif,366000,1566000.0,4.278688525,47.79916667,26.00041667
2184,SANGRUR,2003,Wheat,Rabi,397000,1720000.0,4.332493703,47.79916667,26.00041667
2185,SANGRUR,2003,Bajra,Kharif,3000,3000.0,1.0,47.79916667,26.00041667
2186,SANGRUR,2003,Maize,Kharif,2000,6000.0,3.0,47.79916667,26.00041667
2187,SANGRUR,2003,Barley,Rabi,5000,19000.0,3.8,47.79916667,26.00041667
2188,SANGRUR,2003,Gram,Rabi,600,700.0,1.166666667,47.79916667,26.00041667
2189,SANGRUR,2003,Arhar (Tur),Kharif,2000,2200.0,1.1,47.79916667,26.00041667
2190,SANGRUR,2003,Moong,Kharif,3100,3100.0,1.0,47.79916667,26.00041667
2191,SANGRUR,2003,Moth,Kharif,100,100.0,1.0,47.79916667,26.00041667
2192,SANGRUR,2003,Groundnut,Kharif,200,200.0,1.0,47.79916667,26.00041667
2193,SANGRUR,2003,Rapeseed &Mustard,Rabi,2000,2000.0,1.0,47.79916667,26.00041667
2194,SANGRUR,2003,Cotton(lint),Kharif,16000,39000.0,2.4375,47.79916667,26.00041667
2195,SANGRUR,2003,Sugarcane,Whole year,3000,200000.0,66.66666667,47.79916667,26.00041667
2196,SANGRUR,2003,Guar seed,Whole year,500,400.0,0.8,47.79916667,26.00041667
2197,SANGRUR,2004,Rice,Kharif,367000,1710000.0,4.659400545,36.56,26.97916667
2198,SANGRUR,2004,Wheat,Rabi,397000,1782000.0,4.488664987,36.56,26.97916667
2199,SANGRUR,2004,Bajra,Kharif,2000,2000.0,1.0,36.56,26.97916667
2200,SANGRUR,2004,Maize,Kharif,1000,3000.0,3.0,36.56,26.97916667
2201,SANGRUR,2004,Barley,Rabi,5000,19000.0,3.8,36.56,26.97916667
2202,SANGRUR,2004,Gram,Rabi,600,900.0,1.5,36.56,26.97916667
2203,SANGRUR,2004,Arhar (Tur),Kharif,1800,1500.0,0.833333333,36.56,26.97916667
2204,SANGRUR,2004,Moong,Kharif,2600,2300.0,0.884615385,36.56,26.97916667
2205,SANGRUR,2004,Groundnut,Kharif,200,100.0,0.5,36.56,26.97916667
2206,SANGRUR,2004,Rapeseed &Mustard,Rabi,3000,4000.0,1.333333333,36.56,26.97916667
2207,SANGRUR,2004,Cotton(lint),Kharif,19000,65000.0,3.421052632,36.56,26.97916667
2208,SANGRUR,2004,Sugarcane,Whole year,2000,15000.0,7.5,36.56,26.97916667
2209,SANGRUR,2004,Guar seed,Whole year,100,100.0,1.0,36.56,26.97916667
2210,SANGRUR,2005,Rice,Kharif,367000,1625000.0,4.427792916,42.3725,25.96541667
2211,SANGRUR,2005,Wheat,Rabi,396000,1677000.0,4.234848485,42.3725,25.96541667
2212,SANGRUR,2005,Bajra,Kharif,2000,2000.0,1.0,42.3725,25.96541667
2213,SANGRUR,2005,Maize,Kharif,1000,2000.0,2.0,42.3725,25.96541667
2214,SANGRUR,2005,Barley,Rabi,5000,18000.0,3.6,42.3725,25.96541667
2215,SANGRUR,2005,Gram,Rabi,400,300.0,0.75,42.3725,25.96541667
2216,SANGRUR,2005,Arhar (Tur),Kharif,1600,1500.0,0.9375,42.3725,25.96541667
2217,SANGRUR,2005,Moong,Kharif,2100,1900.0,0.904761905,42.3725,25.96541667
2218,SANGRUR,2005,Groundnut,Kharif,100,100.0,1.0,42.3725,25.96541667
2219,SANGRUR,2005,Rapeseed &Mustard,Rabi,3000,3000.0,1.0,42.3725,25.96541667
2220,SANGRUR,2005,Cotton(lint),Kharif,23000,68000.0,2.956521739,42.3725,25.96541667
2221,SANGRUR,2005,Sugarcane,Whole year,1000,7000.0,7.0,42.3725,25.96541667
2222,SANGRUR,2005,Guar seed,Whole year,100,100.0,1.0,42.3725,25.96541667
2223,SANGRUR,2006,Rice,Kharif,362000,1637000.0,4.522099448,35.8025,26.84625
2224,SANGRUR,2006,Wheat,Rabi,396000,1755000.0,4.431818182,35.8025,26.84625
2225,SANGRUR,2006,Bajra,Kharif,2000,2000.0,1.0,35.8025,26.84625
2226,SANGRUR,2006,Maize,Kharif,1000,3000.0,3.0,35.8025,26.84625
2227,SANGRUR,2006,Barley,Rabi,4000,14000.0,3.5,35.8025,26.84625
2228,SANGRUR,2006,Gram,Rabi,500,500.0,1.0,35.8025,26.84625
2229,SANGRUR,2006,Arhar (Tur),Kharif,1500,1300.0,0.866666667,35.8025,26.84625
2230,SANGRUR,2006,Moong,Kharif,2300,2100.0,0.913043478,35.8025,26.84625
2231,SANGRUR,2006,Peas & Beans (Pulses),Rabi,400,400.0,1.0,35.8025,26.84625
2232,SANGRUR,2006,Groundnut,Kharif,200,200.0,1.0,35.8025,26.84625
2233,SANGRUR,2006,Rapeseed &Mustard,Rabi,2000,3000.0,1.5,35.8025,26.84625
2234,SANGRUR,2006,Cotton(lint),Kharif,27000,100000.0,3.703703704,35.8025,26.84625
2235,SANGRUR,2007,Rice,Kharif,262000,1207000.0,4.606870229,38.79416667,26.70541667
2236,SANGRUR,2007,Wheat,Rabi,283000,1327000.0,4.689045936,38.79416667,26.70541667
2237,SANGRUR,2007,Bajra,Kharif,1000,1000.0,1.0,38.79416667,26.70541667
2238,SANGRUR,2007,Barley,Rabi,3000,12000.0,4.0,38.79416667,26.70541667
2239,SANGRUR,2007,Gram,Rabi,200,200.0,1.0,38.79416667,26.70541667
2240,SANGRUR,2007,Arhar (Tur),Kharif,1000,800.0,0.8,38.79416667,26.70541667
2241,SANGRUR,2007,Moong,Kharif,900,700.0,0.777777778,38.79416667,26.70541667
2242,SANGRUR,2007,Groundnut,Kharif,100,100.0,1.0,38.79416667,26.70541667
2243,SANGRUR,2007,Rapeseed &Mustard,Rabi,1000,1000.0,1.0,38.79416667,26.70541667
2244,SANGRUR,2007,Cotton(lint),Kharif,15000,60000.0,4.0,38.79416667,26.70541667
2245,SANGRUR,2008,Rice,Kharif,267000,1233000.0,4.617977528,64.98416667,25.48416667
2246,SANGRUR,2008,Wheat,Rabi,285000,1355000.0,4.754385965,64.98416667,25.48416667
2247,SANGRUR,2008,Bajra,Kharif,1000,1000.0,1.0,64.98416667,25.48416667
2248,SANGRUR,2008,Maize,Kharif,1000,3000.0,3.0,64.98416667,25.48416667
2249,SANGRUR,2008,Barley,Rabi,2000,8000.0,4.0,64.98416667,25.48416667
2250,SANGRUR,2008,Gram,Rabi,200,300.0,1.5,64.98416667,25.48416667
2251,SANGRUR,2008,Arhar (Tur),Kharif,800,800.0,1.0,64.98416667,25.48416667
2252,SANGRUR,2008,Moong,Kharif,800,700.0,0.875,64.98416667,25.48416667
2253,SANGRUR,2008,Peas & Beans (Pulses),Rabi,100,100.0,1.0,64.98416667,25.48416667
2254,SANGRUR,2008,Rapeseed &Mustard,Rabi,1000,1000.0,1.0,64.98416667,25.48416667
2255,SANGRUR,2008,Cotton(lint),Kharif,14000,50000.0,3.571428571,64.98416667,25.48416667
2256,SANGRUR,2009,Rice,Kharif,271000,1273000.0,4.697416974,35.63916667,26.74916667
2257,SANGRUR,2009,Wheat,Rabi,287000,1302000.0,4.536585366,35.63916667,26.74916667
2258,SANGRUR,2009,Bajra,Kharif,1000,2000.0,2.0,35.63916667,26.74916667
2259,SANGRUR,2009,Barley,Rabi,2000,7000.0,3.5,35.63916667,26.74916667
2260,SANGRUR,2009,Arhar (Tur),Kharif,500,400.0,0.8,35.63916667,26.74916667
2261,SANGRUR,2009,Moong,Kharif,600,700.0,1.166666667,35.63916667,26.74916667
2262,SANGRUR,2009,Masoor,Rabi,100,100.0,1.0,35.63916667,26.74916667
2263,SANGRUR,2009,Peas & Beans (Pulses),Rabi,100,100.0,1.0,35.63916667,26.74916667
2264,SANGRUR,2009,Groundnut,Kharif,100,200.0,2.0,35.63916667,26.74916667
